證券代號,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
0050,8100057,7600,939263431,115.65,116.25,115.5,116.25,0.7,116.25,42,116.3,36,0.0
0051,37774,198,1971887,52.5,52.5,52.0,52.1,0.5,52.05,2,52.25,15,0.0
0052,256854,346,25069362,97.5,97.9,97.2,97.75,0.4,97.75,42,97.85,4,0.0
0053,3430,12,193222,56.2,56.4,56.2,56.4,0.75,56.4,26,56.95,11,0.0
0055,159115,370,3568348,22.59,22.59,22.38,22.47,0.12,22.46,53,22.48,1,0.0
0056,19272355,8766,546711764,28.39,28.45,28.24,28.44,0.01,28.44,4,28.45,259,0.0
0057,21910,860,1797623,82.25,82.3,82.05,82.05,0.1,82.5,20,82.8,20,0.0
0061,62219,780,1214866,19.64,19.65,19.48,19.55,0.0,19.55,29,19.58,5,0.0
006203,3312,992,184489,56.0,56.0,56.0,56.0,0.05,55.95,30,56.05,10,0.0
006204,26261,881,1988634,76.0,76.0,75.45,75.95,0.35,75.95,9,76.2,10,0.0
006205,290437,119,9416298,32.65,32.7,32.3,32.46,0.06,32.46,1,32.47,2,0.0
006206,28782,963,890744,30.98,31.13,30.93,30.94,0.04,30.95,57,31.1,2,0.0
006207,65940,927,1700729,25.95,26.0,25.66,25.79,0.0,25.79,30,25.83,50,0.0
006208,2222829,2484,148358872,66.6,66.95,66.45,66.9,0.3,66.9,136,66.95,8,0.0
00625K,0,0,0,,,,,0.0,7.33,5,7.36,2,0.0
00631L,5223300,1935,526952327,100.8,101.5,100.2,101.0,0.65,101.0,229,101.05,1,0.0
00632R,187568011,7276,1106937412,5.91,5.92,5.88,5.9,0.01,5.9,2008,5.91,11889,0.0
00633L,19769995,2112,832156553,42.34,42.99,41.72,41.91,0.46,41.91,140,41.93,1,0.0
00634R,410200,82,1810696,4.39,4.44,4.38,4.42,0.02,4.41,707,4.42,221,0.0
00635U,491967,118,11427756,23.13,23.29,23.11,23.28,0.06,23.27,15,23.28,198,0.0
00636,210020,942,4665721,22.24,22.41,22.1,22.15,0.09,22.15,127,22.18,10,0.0
00636K,200,2,1474,7.37,7.37,7.37,7.37,0.01,7.35,11,7.41,11,0.0
00637L,73222345,9614,1222154435,16.69,17.01,16.48,16.57,0.2,16.57,1089,16.58,20,0.0
00638R,854001,65,8000129,9.35,9.42,9.28,9.42,0.07,9.39,30,9.4,408,0.0
00639,209131,61,2929425,14.14,14.14,13.94,13.97,0.04,13.99,152,14.0,3,0.0
00640L,86000,30,2379370,27.7,27.73,27.6,27.73,0.14,27.73,3,27.74,10,0.0
00641R,286000,40,2867660,10.03,10.04,10.01,10.02,0.03,10.02,8,10.03,107,0.0
00642U,2013568,503,38988626,19.25,19.43,19.25,19.35,0.17,19.35,10,19.36,45,0.0
00643,165166,43,2758156,16.7,16.84,16.62,16.7,0.05,16.7,19,16.71,15,0.0
00643K,0,0,0,,,,,0.0,3.78,2,3.84,1,0.0
00645,40975,18,1047492,25.58,25.58,25.54,25.57,0.03,25.57,33,25.58,5,0.0
00646,273242,356,10345264,37.85,37.96,37.79,37.92,0.05,37.92,3,37.94,5,0.0
00647L,248508,59,14465714,58.05,58.5,58.05,58.5,0.1,58.45,20,58.5,89,0.0
00648R,2661049,147,19250551,7.25,7.25,7.22,7.22,0.01,7.21,1106,7.22,219,0.0
00650L,2811082,481,40889946,14.46,14.7,14.38,14.59,0.24,14.58,2,14.59,53,0.0
00651R,515000,48,4539820,8.83,8.86,8.78,8.82,0.1,8.81,50,8.82,4,0.0
00652,171445,1048,4977073,29.0,29.11,28.86,28.89,0.01,28.88,2,28.9,2,0.0
00653L,469735,144,20163106,42.7,43.1,42.49,42.58,0.04,42.54,50,42.58,6,0.0
00654R,554000,120,4573710,8.28,8.3,8.23,8.3,0.04,8.3,46,8.31,30,0.0
00655L,1814699,672,54919778,30.48,30.95,29.95,30.17,0.3,30.17,137,30.18,1,0.0
00656R,132000,30,1106920,8.32,8.42,8.3,8.39,0.04,8.38,252,8.39,1,0.0
00657,44182,8,1443882,32.67,32.74,32.67,32.71,0.35,32.66,10,32.73,30,0.0
00657K,200,2,2176,10.88,10.88,10.88,10.88,0.11,10.87,11,10.91,11,0.0
00660,2337,4,63108,26.84,26.84,26.84,26.84,0.11,26.87,20,26.98,20,0.0
00661,1338,8,46590,34.74,34.74,34.74,34.74,0.0,34.7,1,34.76,50,0.0
00662,842507,306,42002520,49.72,49.96,49.69,49.95,0.14,49.94,19,49.95,1,0.0
00663L,29000,19,2653300,91.5,91.9,91.15,91.4,0.2,91.4,216,91.55,50,0.0
00664R,10894380,468,72882492,6.69,6.71,6.65,6.69,0.0,6.69,99,6.7,1073,0.0
00665L,4085420,640,38636282,9.45,9.6,9.32,9.47,0.19,9.47,166,9.48,15,0.0
00666R,284000,15,4353150,15.36,15.43,15.28,15.38,0.13,15.35,1,15.37,10,0.0
00668,20628,24,727975,35.26,35.37,35.23,35.37,0.23,35.33,40,35.38,1,0.0
00668K,200,2,2354,11.77,11.77,11.77,11.77,0.08,11.76,5,11.8,5,0.0
00669R,2543115,179,20996542,8.27,8.27,8.24,8.24,0.02,8.24,239,8.25,546,0.0
00670L,1803734,481,130740322,72.1,72.8,72.1,72.75,0.55,72.7,238,72.75,14,0.0
00671R,9102000,558,53039220,5.84,5.84,5.81,5.82,0.02,5.81,2971,5.82,2429,0.0
00673R,22299291,1622,183936786,8.27,8.28,8.2,8.25,0.03,8.24,1672,8.25,437,0.0
00674R,735004,199,9766782,13.34,13.35,13.25,13.28,0.07,13.27,18,13.28,140,0.0
00675L,747152,428,29629574,39.67,39.9,39.4,39.66,0.13,39.66,185,39.68,1,0.0
00676R,7151997,405,26228917,3.67,3.68,3.65,3.67,0.0,3.66,435,3.67,2449,0.0
00678,56442,18,1335120,23.58,23.66,23.58,23.65,0.21,23.66,2,23.68,10,0.0
00680L,1320762,355,20891074,15.75,15.9,15.75,15.86,0.57,15.85,1,15.86,16,0.0
00681R,178000,42,2880190,16.17,16.23,16.16,16.19,0.27,16.18,2,16.19,41,0.0
00682U,42025,36,879932,20.94,20.96,20.89,20.94,0.19,20.9,23,20.94,1,0.0
00683L,550055,172,12433716,22.71,22.71,22.5,22.61,0.42,22.6,4,22.61,67,0.0
00684R,7000,7,111880,15.98,16.0,15.98,16.0,0.11,15.97,25,16.0,20,0.0
00685L,3000,3,105570,35.22,35.25,35.1,35.1,0.05,35.23,10,35.3,10,0.0
00686R,2969000,58,11824350,3.98,3.99,3.96,3.97,0.01,3.97,214,3.98,210,0.0
00688L,1415000,140,22260770,15.75,15.82,15.65,15.81,0.51,15.8,20,15.81,199,0.0
00689R,28000,8,471530,16.84,16.86,16.83,16.84,0.29,16.82,1,16.83,1,0.0
00690,107694,699,3053092,28.35,28.41,28.35,28.35,0.09,28.44,10,28.5,15,0.0
00692,2420414,1404,69612568,28.69,28.83,28.64,28.8,0.05,28.79,120,28.8,37,0.0
00693U,120192,54,3012446,24.86,25.18,24.8,25.13,0.01,25.11,1,25.17,50,0.0
00700,140567,20,1811009,12.8,12.93,12.8,12.86,0.09,12.89,50,12.93,30,0.0
00701,616736,619,14936951,24.24,24.25,24.15,24.24,0.0,24.23,13,24.24,48,0.0
00702,209167,977,4505019,21.54,21.55,21.54,21.55,0.13,21.52,1,21.55,10,0.0
00703,52000,16,822230,15.83,15.87,15.78,15.86,0.23,15.86,19,15.88,1,0.0
00706L,2749303,592,29187957,10.57,10.77,10.5,10.66,0.35,10.65,16,10.66,7,0.0
00707R,22000,8,519470,23.7,23.7,23.46,23.46,0.32,23.54,30,23.55,1,0.0
00708L,625025,143,15098919,24.04,24.36,24.0,24.33,0.18,24.32,7,24.33,2,0.0
00709,88000,45,1885320,21.39,21.51,21.39,21.45,0.1,21.44,30,21.46,10,0.0
00710B,318652,120,5680270,17.84,17.85,17.8,17.82,0.02,17.81,1,17.82,7,0.0
00711B,155565,26,2602175,16.74,16.74,16.69,16.73,0.11,16.71,14,16.73,1,0.0
00712,2426966,1250,29591422,12.2,12.23,12.15,12.2,0.26,12.2,2,12.21,227,0.0
00713,852387,824,34325387,40.35,40.41,40.11,40.31,0.04,40.28,5,40.32,7,0.0
00714,566457,248,11914080,21.02,21.05,21.01,21.04,0.17,21.03,39,21.04,5,0.0
00715L,10153994,1963,202859166,19.73,20.16,19.73,20.0,0.36,20.0,426,20.02,6,0.0
00717,542226,231,8616974,15.86,15.92,15.86,15.89,0.16,15.89,98,15.9,78,0.0
00728,276081,236,6174421,22.3,22.41,22.28,22.41,0.03,22.4,26,22.41,14,0.0
00730,139626,170,2411417,17.3,17.33,17.21,17.28,0.05,17.24,3,17.26,1,0.0
00731,1039477,188,59548137,57.5,57.5,57.2,57.3,0.2,57.25,3,57.3,2,0.0
00732,117000,6,4823740,41.22,41.23,41.22,41.23,0.1,41.18,17,41.27,16,0.0
00733,244061,226,8033223,33.33,33.33,32.69,32.74,0.35,32.74,9,32.76,15,0.0
00735,111000,7,2822040,25.33,25.47,25.33,25.47,0.04,25.43,11,25.47,2,0.0
00736,100678,4,1913800,19.0,19.0,19.0,19.0,0.02,18.95,6,19.02,5,0.0
00737,100936,854,2746699,27.18,27.27,27.17,27.22,0.17,27.22,1,27.23,2,0.0
00738U,478700,134,9635571,20.05,20.23,20.0,20.2,0.25,20.2,86,20.21,8,0.0
00739,94459,1033,2300946,24.78,24.78,24.27,24.41,0.01,24.41,36,24.44,2,0.0
00743,8137,6,206789,25.4,25.56,25.35,25.35,0.06,25.42,38,25.67,2,0.0
00752,1105013,463,19866048,17.75,18.09,17.75,18.02,0.28,18.02,4,18.04,28,0.0
00753L,5615230,1346,69168400,12.19,12.49,12.17,12.38,0.34,12.38,46,12.39,12,0.0
00757,460892,399,18295798,39.58,39.91,39.5,39.85,0.26,39.8,7,39.85,10,0.0
00762,289301,110,9900005,34.3,34.3,34.17,34.26,0.0,34.26,16,34.28,18,0.0
00763U,55000,17,1236840,22.41,22.59,22.41,22.59,0.17,22.6,11,22.61,1,0.0
00770,109608,922,3448017,31.43,31.5,31.39,31.47,0.02,31.49,1,31.5,1,0.0
00771,166310,1096,2950586,17.7,17.78,17.7,17.76,0.14,17.76,1,17.78,12,0.0
00774B,3000,3,125600,41.9,41.9,41.85,41.85,0.1,41.61,2,42.03,1,0.0
00774C,0,0,0,,,,,0.0,9.22,25,9.33,1,0.0
00775B,53000,5,1908180,35.9,36.15,35.9,36.15,0.5,35.79,2,35.97,2,0.0
00783,200000,19,4275650,21.0,21.44,21.0,21.39,0.31,21.49,3,21.51,55,0.0
008201,5850,34,601329,104.05,104.55,103.65,104.5,1.05,103.75,194,104.5,2,0.0
00830,2622633,935,67437293,25.69,25.77,25.67,25.74,0.08,25.74,355,25.75,50,0.0
00850,1372662,446,42061221,30.54,30.73,30.49,30.73,0.16,30.69,15,30.73,8,0.0
00851,10204,963,269827,26.54,26.62,26.52,26.62,0.19,26.59,20,26.62,20,0.0
00852L,537000,102,10122290,18.8,18.93,18.8,18.93,0.18,18.9,253,18.93,249,0.0
00861,94193,119,2632146,27.88,27.94,27.87,27.92,0.11,27.92,111,27.93,2,0.0
00865B,104745,751,4092560,39.1,39.1,39.05,39.05,0.07,39.05,15,39.12,35,0.0
00875,98153,118,2598118,26.41,26.54,26.41,26.54,0.25,26.54,42,26.55,1,0.0
00876,374742,213,9775548,26.08,26.19,25.98,26.14,0.0,26.14,49,26.16,1,0.0
00878,51715167,23994,866620097,16.8,16.82,16.71,16.75,0.04,16.74,545,16.75,1363,0.0
00881,8924729,2763,129203438,14.4,14.51,14.4,14.51,0.08,14.5,295,14.51,145,0.0
00882,17425757,6931,200419858,11.53,11.59,11.45,11.49,0.04,11.48,353,11.49,262,0.0
00885,9489514,2920,136249531,14.31,14.38,14.31,14.38,0.13,14.37,174,14.38,198,0.0
00891,11425437,2134,132009321,11.47,11.6,11.47,11.59,0.09,11.59,18,11.6,30,0.0
00892,5046175,869,53309099,10.48,10.6,10.48,10.59,0.06,10.59,34,10.6,60,0.0
00893,20872066,3391,294144911,14.14,14.15,14.05,14.07,0.07,14.07,578,14.08,85,0.0
00894,902282,321,10413538,11.51,11.58,11.48,11.56,0.06,11.55,25,11.56,118,0.0
00895,6213538,1214,92213372,14.83,14.87,14.81,14.85,0.05,14.85,235,14.86,90,0.0
00896,1573004,469,20715544,13.2,13.22,13.14,13.19,0.03,13.19,35,13.2,152,0.0
00897,1904522,270,19163859,10.0,10.08,10.0,10.06,0.17,10.06,128,10.07,18,0.0
00898,667627,219,5230918,7.82,7.85,7.82,7.85,0.12,7.84,157,7.85,5,0.0
00899,700695,246,16857973,24.23,24.23,24.03,24.08,0.36,24.06,1,24.08,58,0.0
00900,72045015,18168,879488946,12.05,12.46,12.03,12.23,0.41,12.22,836,12.23,236,0.0
00901,378510,196,4619909,12.15,12.23,12.15,12.23,0.06,12.22,200,12.23,33,0.0
00902,4620252,1102,66644382,14.4,14.54,14.37,14.39,0.01,14.38,344,14.39,10,0.0
00903,3560195,754,37470278,10.5,10.55,10.49,10.52,0.16,10.52,102,10.53,40,0.0
00904,925401,173,10135901,10.87,11.0,10.87,10.97,0.06,10.97,11,10.98,5,0.0
00905,437994,200,3804799,8.72,8.73,8.66,8.69,0.0,8.69,51,8.7,3,0.0
00906,25131,18,246343,9.69,9.83,9.69,9.83,0.05,9.71,2,9.83,1,0.0
00907,789906,321,11378103,14.42,14.46,14.36,14.4,0.06,14.39,5,14.4,6,0.0
00908,820072,180,12388579,15.11,15.13,15.08,15.11,0.19,15.1,5,15.12,17,0.0
00909,871934,270,15132615,17.31,17.39,17.31,17.38,0.31,17.37,64,17.38,1,0.0
00910,46337,32,717928,15.4,15.6,15.4,15.4,0.16,15.41,1,15.49,20,0.0
00911,356011,62,5757977,16.18,16.2,16.15,16.18,0.08,16.17,27,16.19,13,0.0
00912,933215,146,13559835,14.52,14.56,14.5,14.55,0.04,14.55,50,14.56,24,0.0
01001T,0,0,0,,,,,0.0,16.63,3,16.7,1,0.0
01002T,16000,15,287690,17.97,18.0,17.97,17.97,0.07,17.99,7,18.01,2,0.0
01003T,6000,6,118240,19.6,19.8,19.6,19.8,0.2,19.62,1,19.79,1,0.0
01004T,0,0,0,,,,,0.0,15.51,1,15.83,2,0.0
01007T,0,0,0,,,,,0.0,18.16,2,18.5,1,0.0
01009T,12000,4,107250,8.95,9.0,8.9,9.0,0.03,8.93,5,8.99,4,0.0
01010T,37000,20,376200,10.16,10.23,10.11,10.23,0.01,10.15,9,10.23,8,0.0
020000,11000,1,70730,6.43,6.43,6.43,6.43,0.0,6.47,10,6.48,10,0.0
020002,1000,1,13140,13.14,13.14,13.14,13.14,0.12,13.13,499,13.15,355,0.0
020007,0,0,0,,,,,0.0,30.23,201,30.28,207,0.0
020011,0,0,0,,,,,0.0,6.9,448,6.91,301,0.0
020012,0,0,0,,,,,0.0,6.79,100,6.8,100,0.0
020015,0,0,0,,,,,0.0,14.59,445,14.61,295,0.0
020016,0,0,0,,,,,0.0,17.8,390,17.82,290,0.0
020018,5000,1,68550,13.71,13.71,13.71,13.71,0.12,13.72,405,13.73,313,0.0
020019,1000,1,11690,11.69,11.69,11.69,11.69,0.0,11.69,422,11.71,313,0.0
02001L,104000,5,890580,8.55,8.59,8.53,8.59,0.11,8.65,10,8.66,10,0.0
02001R,0,0,0,,,,,0.0,3.16,10,3.17,10,0.0
020020,114000,17,740440,6.46,6.53,6.46,6.53,0.03,6.52,499,6.53,499,0.0
020022,370000,33,1830750,4.97,4.98,4.94,4.95,0.02,4.95,499,4.96,499,0.0
020028,173000,16,827170,4.79,4.8,4.76,4.78,0.01,4.78,499,4.79,499,0.0
020029,49000,28,213320,4.3,4.36,4.3,4.36,0.01,4.35,501,4.36,501,0.0
020030,67000,12,252400,3.74,3.78,3.74,3.78,0.01,3.77,373,3.78,260,0.0
020031,329000,40,1097540,3.31,3.35,3.31,3.33,0.01,3.32,501,3.33,307,0.0
020032,96000,17,443630,4.63,4.63,4.59,4.59,0.04,4.6,499,4.61,519,0.0
020034,543000,61,2073210,3.82,3.85,3.8,3.81,0.01,3.8,511,3.81,443,0.0
1101,15977710,8338,623077746,39.05,39.1,38.75,39.1,0.05,39.05,227,39.1,24,13.62
1101B,7076,9,354707,50.1,50.2,50.0,50.2,0.0,50.0,12,50.2,27,0.0
1102,5117862,2660,211118477,41.4,41.45,41.0,41.45,0.05,41.4,1,41.45,136,10.21
1103,349515,199,6267115,17.95,18.05,17.85,17.9,0.1,17.9,22,17.95,31,16.42
1104,454209,235,9859069,21.85,22.0,21.6,21.7,0.25,21.65,4,21.7,1,10.19
1108,142576,109,1524469,10.85,10.85,10.55,10.55,0.2,10.55,5,10.6,3,16.23
1109,580885,293,11523805,19.85,19.9,19.75,19.85,0.0,19.8,16,19.85,8,10.18
1110,67000,39,1197300,17.95,18.0,17.75,18.0,0.05,17.85,2,18.0,8,66.67
1201,1497327,1120,29480500,19.7,19.95,19.4,19.95,0.1,19.9,22,19.95,41,19.37
1203,19662,43,656442,33.6,33.65,33.25,33.25,0.35,33.25,28,33.6,1,17.23
1210,894133,1135,42057979,47.25,47.25,46.7,47.15,0.4,47.1,21,47.15,18,23.23
1213,31001,24,232017,7.76,7.83,7.33,7.62,0.14,7.34,1,7.64,3,0.0
1215,954166,419,74719679,78.9,78.9,78.1,78.3,0.6,78.3,1,78.4,8,16.18
1216,7156096,4813,487676312,67.7,68.7,67.5,68.5,0.6,68.4,80,68.5,37,20.82
1217,10584568,3553,106702027,10.3,10.4,9.9,9.97,0.48,9.96,16,9.97,212,26.95
1218,2172267,2095,66973789,30.9,31.6,30.2,31.05,0.95,31.0,6,31.05,5,26.54
1219,1863308,746,37912292,20.3,20.55,20.15,20.2,0.4,20.2,21,20.25,41,22.44
1220,694314,347,10769844,15.65,15.7,15.4,15.55,0.25,15.5,18,15.55,3,18.73
1225,44545,37,2228048,50.1,50.5,49.3,50.3,0.3,50.2,1,50.7,1,24.07
1227,609017,534,25444686,42.0,42.0,41.7,41.8,0.25,41.8,6,41.85,8,17.13
1229,2470330,2626,141146556,58.5,58.5,56.6,57.1,1.4,57.0,16,57.1,6,19.49
1231,381502,1011,28858249,75.2,76.5,75.2,76.4,0.5,76.3,1,76.4,1,18.19
1232,41782,158,6368329,151.5,154.5,151.5,153.5,1.5,153.5,1,154.0,1,18.34
1233,14103,17,483478,34.4,34.45,34.05,34.45,0.35,34.45,1,34.6,1,70.31
1234,85350,74,2863036,33.8,33.8,33.45,33.5,0.0,33.5,8,33.55,3,17.09
1235,2360,10,141448,60.1,60.1,60.0,60.0,0.5,59.7,3,59.8,1,50.85
1236,638768,410,16603754,26.5,26.65,25.7,25.85,0.95,25.85,2,25.95,1,8.39
1256,9633,231,2493255,260.5,260.5,256.0,257.0,3.5,258.0,1,260.0,3,15.7
1301,8239624,3488,751767616,91.0,91.7,90.7,91.7,0.1,91.6,1027,91.7,68,8.0
1303,8924565,4838,599852312,67.1,67.8,66.7,67.7,0.0,67.7,941,67.8,250,6.82
1304,3478055,2084,76811753,22.35,22.5,21.85,22.0,0.35,21.95,9,22.0,15,5.26
1305,1308523,936,32544059,25.05,25.1,24.75,24.8,0.3,24.8,22,24.9,45,6.89
1307,45020,44,877746,19.5,19.6,19.35,19.5,0.0,19.5,1,19.6,4,390.0
1308,1769959,1099,45127712,25.9,26.0,25.25,25.3,0.6,25.3,31,25.35,16,5.41
1309,718426,612,16399238,23.0,23.1,22.7,22.8,0.35,22.75,19,22.8,7,5.33
1310,562099,454,7715660,13.85,13.85,13.6,13.75,0.1,13.7,2,13.8,33,0.0
1312,2709542,1135,52571111,19.6,19.65,19.25,19.35,0.25,19.35,15,19.4,99,3.95
1312A,0,0,0,,,,,0.0,29.1,1,29.4,3,0.0
1313,710332,369,10629616,15.0,15.05,14.85,14.95,0.1,14.9,4,14.95,105,10.68
1314,11427736,2605,114771725,10.1,10.15,10.0,10.0,0.2,10.0,337,10.05,323,14.49
1315,12175,18,823140,67.9,68.0,67.4,67.4,0.8,67.8,1,68.2,4,118.25
1316,1973051,837,28833566,14.9,14.9,14.35,14.45,0.45,14.45,3,14.5,17,0.0
1319,10393892,6640,498665147,50.0,50.0,47.0,47.5,2.15,47.5,113,47.55,3,38.0
1321,343100,225,11452503,32.85,33.85,32.8,33.4,0.6,33.4,1,33.45,1,133.6
1323,94158,60,3175174,33.75,33.85,33.6,33.85,0.05,33.65,2,33.85,17,10.95
1324,9010,9,94556,10.6,10.6,10.45,10.55,0.0,10.45,2,10.6,1,527.5
1325,312089,203,7383832,24.05,24.05,23.5,23.5,0.65,23.5,65,23.55,4,15.99
1326,3564661,1996,245588777,68.8,69.3,68.3,69.3,0.4,69.2,2,69.3,45,12.86
1337,128523,152,782982,6.14,6.15,6.04,6.04,0.06,6.04,2,6.1,3,0.0
1338,251415,217,14021059,57.3,57.3,55.0,55.0,1.9,54.9,5,55.1,2,12.82
1339,480003,523,20100414,42.7,43.4,40.95,41.35,1.35,41.15,6,41.4,1,15.97
1340,105536,194,1045469,9.8,10.0,9.8,9.95,0.05,9.9,1,9.99,1,0.0
1341,8001,8,528865,66.1,66.1,66.1,66.1,0.4,65.7,1,66.5,1,12.59
1342,87743,83,5785961,65.9,66.4,65.7,65.8,0.7,65.7,7,65.8,1,14.03
1402,13133179,4419,390164820,30.0,30.15,29.3,29.65,0.35,29.65,60,29.7,50,16.29
1409,1174795,554,21215032,18.05,18.15,18.0,18.05,0.1,18.0,442,18.05,67,7.19
1410,100009,98,3384647,33.5,34.2,33.35,33.35,0.1,33.3,21,33.45,3,28.75
1413,44125,24,410998,9.3,9.35,9.28,9.29,0.06,9.28,2,9.29,4,6.59
1414,89113,58,1451880,16.35,16.45,16.2,16.3,0.1,16.15,4,16.35,5,24.33
1416,76218,112,778294,10.2,10.25,10.15,10.2,0.05,10.2,3,10.25,7,21.7
1417,144822,56,1453131,10.05,10.1,10.0,10.05,0.05,10.0,9,10.05,1,1005.0
1418,28066,30,439970,16.1,16.25,15.4,15.8,0.2,15.65,1,15.95,3,0.0
1419,28370,31,1150927,40.5,40.85,40.4,40.5,0.1,40.35,4,40.5,1,6.69
1423,24053,18,447493,18.6,18.8,18.5,18.8,0.05,18.55,13,18.8,2,16.35
1432,300183,255,3611744,12.1,12.3,11.8,11.85,0.3,11.85,3,11.9,1,0.0
1434,1022177,658,26386943,25.85,25.9,25.75,25.75,0.2,25.75,133,25.8,41,20.44
1435,15579,84,877485,59.2,59.2,54.0,57.0,3.0,54.4,1,56.2,5,56.44
1436,39147,43,2289319,58.4,58.6,58.3,58.5,0.0,58.4,2,58.5,4,15.81
1437,47310,33,1146219,24.2,24.3,24.2,24.3,0.1,24.25,1,24.3,2,12.15
1438,172000,56,5588850,32.45,32.55,32.3,32.5,0.0,32.5,10,32.55,5,67.71
1439,11100,11,215604,19.45,19.5,19.3,19.5,0.05,19.5,1,19.75,1,14.13
1440,791236,445,13664343,17.2,17.45,17.2,17.2,0.25,17.2,114,17.25,11,11.1
1441,73620,103,591061,8.02,8.06,8.0,8.02,0.0,8.02,1,8.03,5,0.0
1442,95762,74,2115364,22.1,22.65,21.85,22.2,0.2,22.05,2,22.25,1,17.21
1443,47013,33,760208,16.2,16.3,16.05,16.2,0.15,16.1,81,16.3,6,7.94
1444,780309,287,7955563,10.25,10.3,10.15,10.15,0.1,10.15,115,10.2,52,11.53
1445,9300,22,142644,15.3,15.5,15.3,15.3,0.1,15.25,3,15.3,1,0.0
1446,222245,106,6984543,31.7,31.7,31.2,31.55,0.15,31.5,1,31.6,3,0.0
1447,716599,254,5782465,8.08,8.14,8.02,8.02,0.09,8.02,18,8.05,6,29.7
1449,37012,27,335287,9.08,9.13,9.01,9.13,0.02,9.12,1,9.14,1,6.57
1451,284997,156,6544529,22.9,23.2,22.85,22.85,0.05,22.85,2,22.9,2,12.49
1452,84727,63,1561874,18.4,18.5,18.35,18.4,0.1,18.4,8,18.45,2,9.11
1453,6056147,3288,132285680,21.1,22.75,21.05,21.1,0.3,21.1,12,21.2,2,15.75
1454,3166934,1668,46993244,14.9,15.45,13.9,14.05,0.35,14.0,50,14.05,4,93.67
1455,579772,233,6535403,11.25,11.35,11.2,11.25,0.05,11.25,1,11.3,80,9.7
1456,74194,34,1249707,17.0,17.0,16.7,16.9,0.05,16.8,1,16.9,2,5.38
1457,230211,134,3931314,17.0,17.15,17.0,17.05,0.05,17.05,9,17.1,2,3.48
1459,185884,126,1696741,9.13,9.18,9.06,9.13,0.05,9.13,10,9.14,2,5.07
1460,254234,123,1823912,7.17,7.21,7.15,7.16,0.06,7.16,8,7.17,1,0.0
1463,43236,34,598912,13.85,13.95,13.75,13.75,0.25,13.75,2,13.85,3,41.67
1464,343836,210,4922712,14.3,14.5,14.15,14.4,0.15,14.4,12,14.45,20,27.17
1465,11014,72,139221,12.6,12.65,12.6,12.6,0.0,12.55,8,12.6,3,0.0
1466,35002,22,431473,12.4,12.4,12.25,12.25,0.15,12.25,17,12.35,1,7.47
1467,1752180,396,21475597,12.1,12.45,12.1,12.35,0.1,12.35,90,12.4,25,0.0
1468,50000,37,631900,12.7,12.75,12.55,12.7,0.0,12.55,3,12.7,2,0.0
1470,13052,9,249340,19.0,19.3,18.9,18.9,0.35,18.8,2,18.9,2,18.9
1471,3368703,1408,33947135,9.85,10.3,9.85,9.94,0.11,9.94,5,9.99,3,0.0
1472,22452,27,412497,18.3,18.45,18.3,18.4,1.05,17.35,1,18.4,1,0.0
1473,525644,348,11067334,21.3,21.35,20.8,21.0,0.3,20.95,23,21.0,14,0.0
1474,132534,78,1510054,11.55,11.65,11.25,11.45,0.05,11.3,1,11.45,3,11.23
1475,12100,25,694703,57.1,57.9,57.1,57.5,0.7,57.3,2,57.8,1,26.5
1476,967782,1005,396291730,403.0,416.0,401.0,410.0,7.0,409.0,7,410.0,4,20.16
1477,1446756,1128,208642180,142.0,145.5,142.0,145.0,2.0,144.5,5,145.0,16,12.1
1503,563920,478,34745769,62.6,62.6,61.0,61.7,0.9,61.7,1,61.8,14,17.19
1504,1997263,1208,56903185,28.7,28.8,28.3,28.3,0.4,28.3,125,28.35,2,14.01
1506,212091,114,2991132,14.0,14.2,14.0,14.0,0.4,14.0,41,14.1,2,41.18
1512,158158,71,584029,3.66,3.8,3.66,3.75,0.04,3.75,8,3.8,11,0.0
1513,17734483,11840,1027228010,58.9,59.3,56.8,57.7,1.2,57.6,7,57.7,301,14.14
1514,4275801,2601,144558344,33.8,34.45,33.45,33.6,0.6,33.6,3,33.65,2,19.31
1515,1086295,810,35649341,33.35,33.4,32.3,32.55,0.95,32.55,1,32.6,3,8.73
1516,216745,180,5379401,25.0,25.6,24.35,24.4,0.05,24.4,12,24.5,4,14.35
1517,1295095,760,28901438,22.75,22.85,22.0,22.05,0.65,22.05,3,22.1,11,9.84
1519,770470,568,28060640,37.15,37.15,36.05,36.05,0.95,36.05,31,36.1,9,34.33
1521,20458,23,712124,35.0,35.0,34.6,34.9,0.1,34.8,3,34.85,3,32.62
1522,15741967,8367,472365747,30.95,31.0,29.35,29.7,0.95,29.65,43,29.7,25,26.05
1522A,3071,5,137352,44.65,44.95,44.6,44.95,0.0,44.95,1,45.0,1,0.0
1524,133692625,51018,3512278705,27.45,27.6,24.8,25.5,1.35,25.45,353,25.5,64,42.5
1525,14098,19,808082,57.3,57.7,57.1,57.7,0.2,57.3,1,57.5,1,15.1
1526,181360,153,7684360,42.45,42.8,42.1,42.2,0.25,42.15,7,42.2,3,8.44
1527,224846,209,9381594,42.05,42.05,41.6,41.8,0.25,41.7,4,41.8,19,11.0
